elena.bruni@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Elena,Bruni,1983/03/23,Pescara,1111222233
elena.bianchi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Elena,Bianchi,1977/02/21,Trieste,1111222233
elena.azzurri@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Elena,Azzurri,1959/03/11,Brescia,1111222233
elena.grigi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Elena,Grigi,1991/06/25,Pescara,4444556677
luca.gialli@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Gialli,1969/05/06,Brescia,2222333333
luca.bruni@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Bruni,1961/03/23,Pescara,1111222233
luca.bianchi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Bianchi,1951/02/21,Trieste,1111222233
luca.azzurri@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Azzurri,1958/03/11,Brescia,1111222233
luca.rossi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Rossi,1972/07/22,Bologna,1111111111
luca.verdi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Verdi,1978/05/12,Parma,2222222222
luca.aranci@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Aranci,1979/03/10,Padova,3333333333
luca.viola@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Luca,Viola,1974/02/08,Bologna,1111111222
mattia.gialli@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Mattia,Gialli,1967/05/06,Brescia,2222333333
mattia.bruni@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Mattia,Bruni,1966/03/23,Pescara,1111222233
mattia.bianchi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Mattia,Bianchi,1961/02/21,Trieste,1111222233
mattia.azzurri@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Mattia,Azzurri,1952/03/11,Brescia,1111222233
matilde.bianchi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Matilde,Bianchi,1975/02/21,Trieste,1111222233
matilde.azzurri@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Matilde,Azzurri,1981/03/11,Brescia,1111222233
camilla.rossi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Camilla,Rossi,1999/07/22,Bologna,1111111111
camilla.verdi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Camilla,Verdi,1956/05/12,Parma,2222222222
camilla.aranci@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Camilla,Aranci,1964/03/10,Padova,3333333333
camilla.viola@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Camilla,Viola,1964/02/08,Bologna,1111111222
camilla.gialli@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Camilla,Gialli,1971/05/06,Brescia,2222333333
camilla.bruni@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Camilla,Bruni,1978/03/23,Pescara,1111222233
camilla.grigi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Camilla,Grigi,1972/09/19,Bologna,1111223344
paola.rossi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Rossi,1956/07/22,Bologna,1111111111
paola.verdi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Verdi,1957/05/12,Parma,2222222222
paola.aranci@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Aranci,1958/03/10,Padova,3333333333
paola.viola@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Viola,1955/02/08,Bologna,1111111222
paola.gialli@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Gialli,1960/05/06,Brescia,2222333333
paola.bruni@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Bruni,1950/03/23,Pescara,1111222233
paola.bianchi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Bianchi,1968/02/21,Trieste,1111222233
paola.azzurri@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Azzurri,1991/03/11,Brescia,1111222233
paola.grigi@unibo.it,482c811da5d5b4bc6d497ffa98491e38,Paola,Grigi,1984/06/25,Pescara,4444556677
